SKU,ID,longDescription__default,name__default,category-id,amount,currency,onlineFlag__default,variants,lastModified_date,variation_attributes,size,color,product_kind
701642852445M,701642852445M,Classically designed this shirt is perfect to pair with a great Commerce Cloud Store skirt or pant,Fitted Seamed Shirt,,50.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9MD,JJI15XX,variant
701642852452M,701642852452M,Classically designed this shirt is perfect to pair with a great Commerce Cloud Store skirt or pant,Fitted Seamed Shirt,,50.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9SM,JJI15XX,variant
701642852469M,701642852469M,Classically designed this shirt is perfect to pair with a great Commerce Cloud Store skirt or pant,Fitted Seamed Shirt,,50.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9XL,JJI15XX,variant
701642852629M,701642852629M,Classically designed this wide leg pant is perfect to pair with a great Commerce Cloud Store top!,Wide Leg Pant,,54.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",010,JJG80XX,variant
701642852636M,701642852636M,Classically designed this wide leg pant is perfect to pair with a great Commerce Cloud Store top!,Wide Leg Pant,,54.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",012,JJG80XX,variant
701642852643M,701642852643M,Classically designed this wide leg pant is perfect to pair with a great Commerce Cloud Store top!,Wide Leg Pant,,54.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",014,JJG80XX,variant
701642852650M,701642852650M,Classically designed this wide leg pant is perfect to pair with a great Commerce Cloud Store top!,Wide Leg Pant,,54.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",016,JJG80XX,variant
701642852674M,701642852674M,Classically designed this wide leg pant is perfect to pair with a great Commerce Cloud Store top!,Wide Leg Pant,,54.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",004,JJG80XX,variant
701642852681M,701642852681M,Classically designed this wide leg pant is perfect to pair with a great Commerce Cloud Store top!,Wide Leg Pant,,54.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",006,JJG80XX,variant
701642852698M,701642852698M,Classically designed this wide leg pant is perfect to pair with a great Commerce Cloud Store top!,Wide Leg Pant,,54.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",008,JJG80XX,variant
701642853077M,701642853077M,Our modern bootleg trouser gives you a perfect fit every time.  Pair it with a New Commerce Cloud Store top and you are set to go!,Bootleg Trouser,,68.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",010,JJ0CZXX,variant
701642853084M,701642853084M,Our modern bootleg trouser gives you a perfect fit every time.  Pair it with a New Commerce Cloud Store top and you are set to go!,Bootleg Trouser,,68.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",012,JJ0CZXX,variant
701642853091M,701642853091M,Our modern bootleg trouser gives you a perfect fit every time.  Pair it with a New Commerce Cloud Store top and you are set to go!,Bootleg Trouser,,68.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",014,JJ0CZXX,variant
701642853107M,701642853107M,Our modern bootleg trouser gives you a perfect fit every time.  Pair it with a New Commerce Cloud Store top and you are set to go!,Bootleg Trouser,,68.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",016,JJ0CZXX,variant
701642853121M,701642853121M,Our modern bootleg trouser gives you a perfect fit every time.  Pair it with a New Commerce Cloud Store top and you are set to go!,Bootleg Trouser,,68.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",004,JJ0CZXX,variant
701642853145M,701642853145M,Our modern bootleg trouser gives you a perfect fit every time.  Pair it with a New Commerce Cloud Store top and you are set to go!,Bootleg Trouser,,68.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",008,JJ0CZXX,variant
701642853695M,701642853695M,A classic quilted car coat looks new again.  Add a great Commerce Cloud Store top for a perfect look.,Quilted Jacket,,110.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9LG,JJ5FUXX,variant
701642853701M,701642853701M,A classic quilted car coat looks new again.  Add a great Commerce Cloud Store top for a perfect look.,Quilted Jacket,,110.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9MD,JJ5FUXX,variant
701642853718M,701642853718M,A classic quilted car coat looks new again.  Add a great Commerce Cloud Store top for a perfect look.,Quilted Jacket,,110.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9SM,JJ5FUXX,variant
701642854760M,701642854760M,We took this classic silhouette and updated this shirt with a mitered stripe for a slimming look.,Striped Shirt,,40.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9LG,JJ9VSA5,variant
701642854777M,701642854777M,We took this classic silhouette and updated this shirt with a mitered stripe for a slimming look.,Striped Shirt,,40.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9MD,JJ9VSA5,variant
701642854784M,701642854784M,We took this classic silhouette and updated this shirt with a mitered stripe for a slimming look.,Striped Shirt,,40.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9SM,JJ9VSA5,variant
701642854791M,701642854791M,We took this classic silhouette and updated this shirt with a mitered stripe for a slimming look.,Striped Shirt,,40.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9XL,JJ9VSA5,variant
701642855279M,701642855279M,We took this classic silhouette and updated this blouse with a ruffle for an elegant look.,Ruffled Blouse,,47.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9LG,JJ3ZSA6,variant
701642855286M,701642855286M,We took this classic silhouette and updated this blouse with a ruffle for an elegant look.,Ruffled Blouse,,47.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9MD,JJ3ZSA6,variant
701642855293M,701642855293M,We took this classic silhouette and updated this blouse with a ruffle for an elegant look.,Ruffled Blouse,,47.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9SM,JJ3ZSA6,variant
701642855309M,701642855309M,We took this classic silhouette and updated this blouse with a ruffle for an elegant look.,Ruffled Blouse,,47.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9XL,JJ3ZSA6,variant
701642856139M,701642856139M,Classically designed this zip front textured cardigan is perfect to pair with a great Commerce Cloud Store bottom!,Textured Zip Front Cardigan,,82.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9LG,JJG80XX,variant
701642856146M,701642856146M,Classically designed this zip front textured cardigan is perfect to pair with a great Commerce Cloud Store bottom!,Textured Zip Front Cardigan,,82.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9MD,JJG80XX,variant
701643037889M,701643037889M,Classically designed this textured cardigan is perfect to pair with a great Commerce Cloud Store bottom!,Long Sleeve Texture Stitch Cardigan,,96.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9SM,JJ3WCXX,variant
701643037896M,701643037896M,Classically designed this textured cardigan is perfect to pair with a great Commerce Cloud Store bottom!,Long Sleeve Texture Stitch Cardigan,,96.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9XL,JJ3WCXX,variant
701643070725M,701643070725M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9XS,JJ169XX,variant
701643070732M,701643070732M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9XS,JJ825XX,variant
701643070756M,701643070756M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9XS,JJ2XNXX,variant
701643070763M,701643070763M,Wear this long sleeve crew neck top alone or pair it with a jacket for a classic look.,Long Sleeve Crew Neck,,14.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9XS,JJG80XX,variant
701643073641M,701643073641M,This is an incredibly feminine floral blouse. It's one of our favorite styles of the season.,Long Sleeve Covered Placket Blouse,,64.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",012,JJJA4XX,variant
701643073658M,701643073658M,This is an incredibly feminine floral blouse. It's one of our favorite styles of the season.,Long Sleeve Covered Placket Blouse,,64.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",014,JJJA4XX,variant
701643073665M,701643073665M,This is an incredibly feminine floral blouse. It's one of our favorite styles of the season.,Long Sleeve Covered Placket Blouse,,64.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",016,JJJA4XX,variant
701643073672M,701643073672M,This is an incredibly feminine floral blouse. It's one of our favorite styles of the season.,Long Sleeve Covered Placket Blouse,,64.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",004,JJJA4XX,variant
701643073689M,701643073689M,This is an incredibly feminine floral blouse. It's one of our favorite styles of the season.,Long Sleeve Covered Placket Blouse,,64.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",006,JJJA4XX,variant
701643073696M,701643073696M,This is an incredibly feminine floral blouse. It's one of our favorite styles of the season.,Long Sleeve Covered Placket Blouse,,64.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",008,JJJA4XX,variant
701643107650M,701643107650M,We took this classic cowl and updated it with this season's favorite colors.,Draped Cowl Neck,,61.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9LG,JJ5ZQB0,variant
701643107667M,701643107667M,We took this classic cowl and updated it with this season's favorite colors.,Draped Cowl Neck,,61.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9MD,JJ5ZQB0,variant
701643107674M,701643107674M,We took this classic cowl and updated it with this season's favorite colors.,Draped Cowl Neck,,61.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9SM,JJ5ZQB0,variant
701643107681M,701643107681M,We took this classic cowl and updated it with this season's favorite colors.,Draped Cowl Neck,,61.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9XL,JJ5ZQB0,variant
701643107810M,701643107810M,We are obsessed with this tonal sweater. Not only does it match just about any neutral bottom in your closet it will make you look fabulous!,Tonal Patterned Sweater,,80.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9LG,JJ0QRXX,variant
701643107827M,701643107827M,We are obsessed with this tonal sweater. Not only does it match just about any neutral bottom in your closet it will make you look fabulous!,Tonal Patterned Sweater,,80.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9MD,JJ0QRXX,variant
701643107834M,701643107834M,We are obsessed with this tonal sweater. Not only does it match just about any neutral bottom in your closet it will make you look fabulous!,Tonal Patterned Sweater,,80.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9SM,JJ0QRXX,variant
701643107841M,701643107841M,We are obsessed with this tonal sweater. Not only does it match just about any neutral bottom in your closet it will make you look fabulous!,Tonal Patterned Sweater,,80.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9XL,JJ0QRXX,variant
701643108626M,701643108626M,This cotton blend mitered pattern sweater is a great add on to any Commerce Cloud Store outfit!,Long Sleeve V-Neck Sweater,,61.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9LG,JJS91B6,variant
701643108633M,701643108633M,This cotton blend mitered pattern sweater is a great add on to any Commerce Cloud Store outfit!,Long Sleeve V-Neck Sweater,,61.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9MD,JJS91B6,variant
701643108640M,701643108640M,This cotton blend mitered pattern sweater is a great add on to any Commerce Cloud Store outfit!,Long Sleeve V-Neck Sweater,,61.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9SM,JJS91B6,variant
701643108657M,701643108657M,This cotton blend mitered pattern sweater is a great add on to any Commerce Cloud Store outfit!,Long Sleeve V-Neck Sweater,,61.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9XL,JJS91B6,variant
701643109548M,701643109548M,This is an updated version of our best selling.  Pair it with a great Commerce Cloud Store jacket for a perfect look.,Beaded Jewel Neck Blouse,,68.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",010,JJIT9XX,variant
701643109555M,701643109555M,This is an updated version of our best selling.  Pair it with a great Commerce Cloud Store jacket for a perfect look.,Beaded Jewel Neck Blouse,,68.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",012,JJIT9XX,variant
701643109562M,701643109562M,This is an updated version of our best selling.  Pair it with a great Commerce Cloud Store jacket for a perfect look.,Beaded Jewel Neck Blouse,,68.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",014,JJIT9XX,variant
701643109579M,701643109579M,This is an updated version of our best selling.  Pair it with a great Commerce Cloud Store jacket for a perfect look.,Beaded Jewel Neck Blouse,,68.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",016,JJIT9XX,variant
701643109586M,701643109586M,This is an updated version of our best selling.  Pair it with a great Commerce Cloud Store jacket for a perfect look.,Beaded Jewel Neck Blouse,,68.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",004,JJIT9XX,variant
701643109593M,701643109593M,This is an updated version of our best selling.  Pair it with a great Commerce Cloud Store jacket for a perfect look.,Beaded Jewel Neck Blouse,,68.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",006,JJIT9XX,variant
701643109609M,701643109609M,This is an updated version of our best selling.  Pair it with a great Commerce Cloud Store jacket for a perfect look.,Beaded Jewel Neck Blouse,,68.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",008,JJIT9XX,variant
701643117550M,701643117550M,A cowl neck sweater with 3/4 in sleeves looks new again.  Add a great Commerce Cloud Store bottom for a perfect look.,Cowl Neck Sweater,,69,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9LG,JJGI0XX,variant
701643117567M,701643117567M,A cowl neck sweater with 3/4 in sleeves looks new again.  Add a great Commerce Cloud Store bottom for a perfect look.,Cowl Neck Sweater,,69,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9MD,JJGI0XX,variant
701643117574M,701643117574M,A cowl neck sweater with 3/4 in sleeves looks new again.  Add a great Commerce Cloud Store bottom for a perfect look.,Cowl Neck Sweater,,69,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9SM,JJGI0XX,variant
701643117581M,701643117581M,A cowl neck sweater with 3/4 in sleeves looks new again.  Add a great Commerce Cloud Store bottom for a perfect look.,Cowl Neck Sweater,,69,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9XL,JJGI0XX,variant
701643155866M,701643155866M,A classic crew neck top looks new again.  Add a great Commerce Cloud Store bottom for a perfect look.,Long Sleeve Crew Neck Top,,14.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9LG,JJHL3XX,variant
701643155873M,701643155873M,A classic crew neck top looks new again.  Add a great Commerce Cloud Store bottom for a perfect look.,Long Sleeve Crew Neck Top,,14.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9MD,JJHL3XX,variant
701643155880M,701643155880M,A classic crew neck top looks new again.  Add a great Commerce Cloud Store bottom for a perfect look.,Long Sleeve Crew Neck Top,,14.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9SM,JJHL3XX,variant
701643155897M,701643155897M,A classic crew neck top looks new again.  Add a great Commerce Cloud Store bottom for a perfect look.,Long Sleeve Crew Neck Top,,14.99,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9XL,JJHL3XX,variant
701643155903M,701643155903M,Wear this v-neck top alone or pair it with a jacket for a classic look.,3/4 Sleeve V-Neck Top,,29,USD,TRUE,,2025-07-10T11:20:36.000Z,"Size,Color",9LG,JJ3QAXX,variant
701643155910M,701643155910M,Wear this v-neck top alone or pair it with a jacket for a classic look.,3/4 Sleeve V-Neck Top,,29,USD,TRUE,,2025-07-10T11:21:12.000Z,"Size,Color",9MD,JJ3QAXX,variant
25697294M,25697294M,Take it easy in our short sleeve cowl neck shirt great for weekend wear. ,Sleeveless Cowl Neck Knit.,dresses,74,USD,TRUE,701644356200M;701644356224M;701644356217M;701644356231M;,2025-07-16T10:35:12.000Z,"Size,Color",,,master
25697368M,25697368M,A cardigan is this season's must have for chilly nights! ,3/4 Sleeve Notch Cardigan.,dresses,119,USD,TRUE,701644574093M;701644574109M;701644574116M;701644574123M;,2025-07-16T10:35:12.000Z,"Size,Color",,,master
25772766M,25772766M,Expand on your shoe wardrobe with these  patent t-straps.,Prancer,shoes,99,USD,TRUE,740357440172M;740357440226M;740357440189M;740357440202M;740357440240M;740357440165M;740357440219M;740357440196M;740357440233M;,2025-07-14T08:54:33.000Z,"Width,Size,Color",,,master
701642815204M,701642815204M,A classic turtle neck looks new again. Add a great Commerce Cloud Store bottom for a perfect look.,Long Sleeve Button Out Turtle Neck,,39.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9XL,JJG80XX,variant
701642815211M,701642815211M,A plaid top gets stylish with its longer length and dramatic ruffles.,Roll Sleeve Shirt,,40.99,USD,TRUE,,2025-07-10T11:21:16.000Z,"Size,Color",9LG,JJZ01XX,variant
701642856153M,701642856153M,Classically designed this zip front textured cardigan is perfect to pair with a great Commerce Cloud Store bottom!,Textured Zip Front Cardigan,,82.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9SM,JJG80XX,variant
701642856160M,701642856160M,Classically designed this zip front textured cardigan is perfect to pair with a great Commerce Cloud Store bottom!,Textured Zip Front Cardigan,,82.99,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9XL,JJG80XX,variant
701642859024M,701642859024M,A cowl neck sweater with 3/4 in sleeves looks new again.  Add a great Commerce Cloud Store bottom for a perfect look.,Cowl Neck Sweater,,69,USD,TRUE,,2025-07-10T11:20:28.000Z,"Size,Color",9LG,JJZ84XX,variant
