SKU,ID,longDescription__default,name__default,category-id,amount,currency,onlineFlag__default,variants,lastModified_date,variation_attributes,size,color,product_kind
0260bcaa-e798-412b-ad28-5dca4fc0ade8,0260bcaa-e798-412b-ad28-5dca4fc0ade8,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,perfurme,1970.6,USD,TRUE,,28/05/25,,,,master
d7e451c3-b649-4972-85b1-f5a6ce2ed224,d7e451c3-b649-4972-85b1-f5a6ce2ed224,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,jewelry,8549.1,USD,TRUE,,28/05/25,,,,master
5a737105-c989-49eb-a983-86a8e145ff70,5a737105-c989-49eb-a983-86a8e145ff70,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,furniture,5774.4,USD,TRUE,,28/05/25,,,,master
048cd331-761a-40be-9c7f-9f24be9e082c,048cd331-761a-40be-9c7f-9f24be9e082c,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,perfurme,6382,USD,TRUE,,28/05/25,,,,master
7470f654-a3d8-4ac9-aae4-624414b07ffc,7470f654-a3d8-4ac9-aae4-624414b07ffc,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,accessories,1397.3,USD,TRUE,,28/05/25,,,,master
9499ddac-6387-4e6c-9084-c3f44405fe00,9499ddac-6387-4e6c-9084-c3f44405fe00,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,jewelry,3534.3,USD,TRUE,,28/05/25,,,,master
e52b8e61-fe0e-4903-a785-bc98535de159,e52b8e61-fe0e-4903-a785-bc98535de159,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,watches,4263.3,USD,TRUE,,28/05/25,,,,master
ba095a44-0c4e-4928-b5df-569d9e7cbcbc,ba095a44-0c4e-4928-b5df-569d9e7cbcbc,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,shoes,7322.5,USD,TRUE,,28/05/25,,,,master
37e53c31-8d9a-4e4e-85fb-78b90458d514,37e53c31-8d9a-4e4e-85fb-78b90458d514,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,holidayCollection,5329.9,USD,TRUE,,28/05/25,,,,master
11c480f4-15ef-4b9c-a9fc-2e1a90d31862,11c480f4-15ef-4b9c-a9fc-2e1a90d31862,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,furniture,3165,USD,TRUE,,28/05/25,,,,master
c5073800-9cf5-4567-b2cb-b75314239b5b,c5073800-9cf5-4567-b2cb-b75314239b5b,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,dresses,9329.7,USD,TRUE,,28/05/25,,,,master
fd34c5ad-043f-4663-b2e3-6d2b82e8d2d2,fd34c5ad-043f-4663-b2e3-6d2b82e8d2d2,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,dresses,2379,USD,TRUE,,28/05/25,,,,master
5f92c735-54bc-40fe-a88e-1806c8a5eb8c,5f92c735-54bc-40fe-a88e-1806c8a5eb8c,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,perfurme,2897.5,USD,TRUE,,28/05/25,,,,master
9cbcd2d7-9702-4b6c-b91b-812f4e96b672,9cbcd2d7-9702-4b6c-b91b-812f4e96b672,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,handbags,4745.4,USD,TRUE,,28/05/25,,,,master
5f13b07b-fd9a-4685-a3e8-fed086ca8985,5f13b07b-fd9a-4685-a3e8-fed086ca8985,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,perfurme,9794.2,USD,TRUE,,28/05/25,,,,master
851b0acd-2d4e-43ff-b87c-4ca7075f8acf,851b0acd-2d4e-43ff-b87c-4ca7075f8acf,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,dresses,8370.5,USD,TRUE,,28/05/25,,,,master
fd0f9ee9-3a9d-44eb-8d3d-f7467d3ef6c3,fd0f9ee9-3a9d-44eb-8d3d-f7467d3ef6c3,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,dresses,7492.7,USD,TRUE,,28/05/25,,,,master
a1673473-b450-42f3-8b86-0d9a738327c2,a1673473-b450-42f3-8b86-0d9a738327c2,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,suits,3943.3,USD,TRUE,,28/05/25,,,,master
ac88c61a-40ff-4acf-97fe-2c6f6cd223ce,ac88c61a-40ff-4acf-97fe-2c6f6cd223ce,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,handbags,8155.6,USD,TRUE,,28/05/25,,,,master
08fb93ce-c9ed-4d30-b2a9-3128d9e18612,08fb93ce-c9ed-4d30-b2a9-3128d9e18612,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,perfurme,1841.3,USD,TRUE,,28/05/25,,,,master
e94bbcde-2231-49af-9735-d664be05fe3b,e94bbcde-2231-49af-9735-d664be05fe3b,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,suits,5564,USD,TRUE,,28/05/25,,,,master
c94a7a14-9d81-43f6-a383-e1aac5dbbc2a,c94a7a14-9d81-43f6-a383-e1aac5dbbc2a,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,jewelry,8147.8,USD,TRUE,,28/05/25,,,,master
c78d496e-6f17-43de-a955-f06f0801cb77,c78d496e-6f17-43de-a955-f06f0801cb77,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,dresses,3618.1,USD,TRUE,,28/05/25,,,,master
7a998075-4270-44ea-a3ab-413c74277459,7a998075-4270-44ea-a3ab-413c74277459,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,handbags,7640.3,USD,TRUE,,28/05/25,,,,master
dc7fbb98-d2a7-4732-a713-f259ca826bfc,dc7fbb98-d2a7-4732-a713-f259ca826bfc,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,dresses,6574.5,USD,TRUE,,28/05/25,,,,master
45624261-c36f-4798-9078-c4bb1e65c62a,45624261-c36f-4798-9078-c4bb1e65c62a,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,tableware,1978.3,USD,TRUE,,28/05/25,,,,master
fa47aff6-8b90-403d-acf0-7de87653a887,fa47aff6-8b90-403d-acf0-7de87653a887,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,tableware,2969.4,USD,TRUE,,28/05/25,,,,master
0688cebd-5e94-443d-9a8c-e596f5460e35,0688cebd-5e94-443d-9a8c-e596f5460e35,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,perfurme,2056.8,USD,TRUE,,28/05/25,,,,master
aa5e1854-80d3-4549-9aed-d84f636c77e1,aa5e1854-80d3-4549-9aed-d84f636c77e1,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,handbags,4776.5,USD,TRUE,,28/05/25,,,,master
269736fd-66f1-49de-9cc1-51ff5b987066,269736fd-66f1-49de-9cc1-51ff5b987066,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,furniture,4519.7,USD,TRUE,,28/05/25,,,,master
af1620df-31be-4fbe-b8f8-569b263a747a,af1620df-31be-4fbe-b8f8-569b263a747a,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,menshoes,2259.4,USD,TRUE,,28/05/25,,,,master
2bea82d6-bf8c-42f9-af7c-7a27c4992c4c,2bea82d6-bf8c-42f9-af7c-7a27c4992c4c,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,tableware,3497.6,USD,TRUE,,28/05/25,,,,master
d466f201-face-4016-abea-a797b6ea3c30,d466f201-face-4016-abea-a797b6ea3c30,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,suits,5068.3,USD,TRUE,,28/05/25,,,,master
4604a732-198b-40d0-a77f-734fc51cbc9a,4604a732-198b-40d0-a77f-734fc51cbc9a,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,tableware,2671.3,USD,TRUE,,28/05/25,,,,master
2dcd3059-3ee1-4647-a991-8d796aa128e8,2dcd3059-3ee1-4647-a991-8d796aa128e8,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,tableware,8739.1,USD,TRUE,,28/05/25,,,,master
b7c2d865-2366-4d36-b907-838868df3bb6,b7c2d865-2366-4d36-b907-838868df3bb6,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,shoes,8623.4,USD,TRUE,,28/05/25,,,,master
f8d61603-b86a-4389-8cf7-74f8fd3d578b,f8d61603-b86a-4389-8cf7-74f8fd3d578b,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,tableware,9504.1,USD,TRUE,,28/05/25,,,,master
10eed715-c2e2-4822-9d7b-2b403625b955,10eed715-c2e2-4822-9d7b-2b403625b955,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,holidayCollection,9394.3,USD,TRUE,,28/05/25,,,,master
27b92178-f38d-48b5-a9e6-cf3aea2c1614,27b92178-f38d-48b5-a9e6-cf3aea2c1614,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,furniture,5859.8,USD,TRUE,,28/05/25,,,,master
7277e517-c597-4ba9-b215-2dd742411f26,7277e517-c597-4ba9-b215-2dd742411f26,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,watches,3198.8,USD,TRUE,,28/05/25,,,,master
37996827-4a87-46b4-8254-e1a854190db0,37996827-4a87-46b4-8254-e1a854190db0,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,holidayCollection,9807.9,USD,TRUE,,28/05/25,,,,master
3a599f67-22d3-4cd0-8433-be5b88b1f070,3a599f67-22d3-4cd0-8433-be5b88b1f070,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,holidayCollection,1480.7,USD,TRUE,,28/05/25,,,,master
c17831ba-1304-443c-a98a-7cc01f1379b5,c17831ba-1304-443c-a98a-7cc01f1379b5,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,suits,1718.7,USD,TRUE,,28/05/25,,,,master
2741d0df-cade-43a0-9369-87d5a8716f70,2741d0df-cade-43a0-9369-87d5a8716f70,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,furniture,3458.9,USD,TRUE,,28/05/25,,,,master
049e67f9-99de-4bd4-b536-f063d019fd44,049e67f9-99de-4bd4-b536-f063d019fd44,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,perfurme,1159.1,USD,TRUE,,28/05/25,,,,master
d837f1dd-49d9-49d2-9327-50f53d287e15,d837f1dd-49d9-49d2-9327-50f53d287e15,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,jewelry,7877.7,USD,TRUE,,28/05/25,,,,master
2f1ce325-9cfa-4911-927f-a18476007931,2f1ce325-9cfa-4911-927f-a18476007931,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,tableware,7761.7,USD,TRUE,,28/05/25,,,,master
090aa3bc-2a0a-4aed-9b9e-e641a8bb637e,090aa3bc-2a0a-4aed-9b9e-e641a8bb637e,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,perfurme,1775.1,USD,TRUE,,28/05/25,,,,master
4dd2c6ea-6080-4cb5-a9d5-c9a66f0f5543,4dd2c6ea-6080-4cb5-a9d5-c9a66f0f5543,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,skincare,8114.2,USD,TRUE,,28/05/25,,,,master
adf76f13-a479-4d3b-897c-641298c9491f,adf76f13-a479-4d3b-897c-641298c9491f,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,handbags,8127.4,USD,TRUE,,28/05/25,,,,master
9eb4241b-40a2-4919-93c4-6a5d6ce83f79,9eb4241b-40a2-4919-93c4-6a5d6ce83f79,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,accessories,1656.8,USD,TRUE,,28/05/25,,,,master
a074aee5-3bf6-4c38-a5ec-a0c493d72fb9,a074aee5-3bf6-4c38-a5ec-a0c493d72fb9,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,accessories,5257.9,USD,TRUE,,28/05/25,,,,master
d37f7091-2644-4536-950d-69eacc2afb06,d37f7091-2644-4536-950d-69eacc2afb06,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,suits,2594.8,USD,TRUE,,28/05/25,,,,master
a611b117-558d-4871-af81-a5aa6ff2782b,a611b117-558d-4871-af81-a5aa6ff2782b,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,menshoes,8254.4,USD,TRUE,,28/05/25,,,,master
d25c5639-77e0-4883-b7f4-a3943c8c0652,d25c5639-77e0-4883-b7f4-a3943c8c0652,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,accessories,7389.3,USD,TRUE,,28/05/25,,,,master
585e9a4c-bf88-4c89-979e-8b62802d335d,585e9a4c-bf88-4c89-979e-8b62802d335d,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,furniture,2924.6,USD,TRUE,,28/05/25,,,,master
a9927862-d6f4-4ed3-aa72-72b717e36c69,a9927862-d6f4-4ed3-aa72-72b717e36c69,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,menshoes,3570.8,USD,TRUE,,28/05/25,,,,master
724df583-bff5-4f05-aa61-4d5aee3787ea,724df583-bff5-4f05-aa61-4d5aee3787ea,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,watches,3512.2,USD,TRUE,,28/05/25,,,,master
